"lat","lon","bearing","velocity","point_datetime","video_creation_date","device_id","video_id"
"55.8695274","49.2277849","0.0","0.00004946937770000659","2023-06-19 06:01:27.205+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8695269","49.2277861","0.0","0.000011834654287667945","2023-06-19 06:01:28.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8695269","49.2277862","0.0","0.000059699126722989604","2023-06-19 06:01:29.186+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8695267","49.2277866","0.0","0.0000014274118029788951","2023-06-19 06:01:30.196+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8695267","49.2277867","0.0","0.0000003657035563264799","2023-06-19 06:01:31.204+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8695049","49.2278703","132.9757080078125","1.9914149045944214","2023-06-19 06:01:34.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8694838","49.2279299","130.1069793701172","2.4049224853515625","2023-06-19 06:01:35.202+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8694677","49.2279667","129.04908752441406","2.644049644470215","2023-06-19 06:01:36.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.869452","49.2280022","133.84930419921875","2.755723714828491","2023-06-19 06:01:37.201+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8694338","49.2280393","133.03225708007812","3.022138833999634","2023-06-19 06:01:38.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8694116","49.2280795","136.85943603515625","3.5703587532043457","2023-06-19 06:01:39.203+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8693883","49.2281208","133.1412811279297","3.802772283554077","2023-06-19 06:01:40.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8693639","49.2281706","132.06427001953125","4.312310218811035","2023-06-19 06:01:41.2+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8693357","49.2282339","125.2924575805664","5.126614093780518","2023-06-19 06:01:42.191+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8693086","49.2283095","123.10684967041016","5.4256134033203125","2023-06-19 06:01:43.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8692794","49.22839","124.974853515625","6.182396411895752","2023-06-19 06:01:44.191+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8692457","49.2284752","125.01338195800781","6.494412422180176","2023-06-19 06:01:45.198+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8692095","49.2285659","125.05038452148438","7.251465797424316","2023-06-19 06:01:46.206+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8691683","49.2286686","124.12224578857422","8.009063720703125","2023-06-19 06:01:47.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8691235","49.2287831","126.84719848632812","8.478654861450195","2023-06-19 06:01:48.192+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8690746","49.2288964","128.83148193359375","8.705150604248047","2023-06-19 06:01:49.199+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8690249","49.229008","127.13111114501953","9.220709800720215","2023-06-19 06:01:50.191+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8689773","49.2291263","126.0685806274414","9.47839641571045","2023-06-19 06:01:51.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8689279","49.2292531","126.95294189453125","9.752241134643555","2023-06-19 06:01:52.204+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8688739","49.2293899","125.1480712890625","9.998034477233887","2023-06-19 06:01:53.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8688218","49.2295286","125.00212860107422","10.01298999786377","2023-06-19 06:01:54.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8687666","49.2296668","126.88216400146484","10.385138511657715","2023-06-19 06:01:55.196+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8687088","49.2298038","128.8560333251953","10.39911937713623","2023-06-19 06:01:56.202+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8686524","49.2299358","126.19063568115234","10.704636573791504","2023-06-19 06:01:57.193+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8685965","49.2300721","126.939453125","10.855392456054688","2023-06-19 06:01:58.204+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8685345","49.2302153","126.9831771850586","10.42825698852539","2023-06-19 06:01:59.201+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8684769","49.2303537","126.99451446533203","10.412190437316895","2023-06-19 06:02:00.199+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8684185","49.2304878","126.09302520751953","10.208856582641602","2023-06-19 06:02:01.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8683611","49.2306182","126.9485855102539","10.409363746643066","2023-06-19 06:02:02.2+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8683001","49.230765","126.06109619140625","10.8690185546875","2023-06-19 06:02:03.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8682397","49.2309118","126.94178009033203","10.897790908813477","2023-06-19 06:02:04.199+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8681779","49.2310543","125.11505126953125","10.798081398010254","2023-06-19 06:02:05.206+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8681206","49.2311674","127.81008911132812","10.290624618530273","2023-06-19 06:02:06.199+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8680636","49.2312923","126.16207885742188","10.182149887084961","2023-06-19 06:02:07.191+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8680099","49.2314198","126.8974609375","9.969405174255371","2023-06-19 06:02:08.199+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8679493","49.2315435","129.79095458984375","9.754236221313477","2023-06-19 06:02:09.208+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8678899","49.2316596","130.88270568847656","9.27730655670166","2023-06-19 06:02:10.182+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8678366","49.2317666","130.06375122070312","8.884038925170898","2023-06-19 06:02:11.193+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867793","49.2318652","129.06689453125","8.343307495117188","2023-06-19 06:02:12.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8677557","49.2319439","129.00344848632812","7.837334156036377","2023-06-19 06:02:13.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8677211","49.2320364","128.94403076171875","7.046492099761963","2023-06-19 06:02:14.196+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676897","49.2321212","127.0843505859375","6.30055046081543","2023-06-19 06:02:15.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676599","49.2322004","125.99285125732422","5.233666896820068","2023-06-19 06:02:16.195+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867633","49.2322682","124.9945297241211","4.378127098083496","2023-06-19 06:02:17.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867615","49.2323201","121.98621368408203","3.0972962379455566","2023-06-19 06:02:18.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867607","49.2323465","122.4312973022461","1.6974081993103027","2023-06-19 06:02:19.202+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676067","49.2323636","0.0","0.08433343470096588","2023-06-19 06:02:20.193+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676123","49.2323684","0.0","0.002886161906644702","2023-06-19 06:02:21.202+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676141","49.2323775","0.0","0.0005024964921176434","2023-06-19 06:02:22.193+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676147","49.2323804","0.0","0.00009755985956871882","2023-06-19 06:02:23.2+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867615","49.2323815","0.0","0.000005631881322187837","2023-06-19 06:02:24.192+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867615","49.2323816","0.0","0.000002432204155411455","2023-06-19 06:02:25.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867615","49.2323817","0.0","0.0000007813141564838588","2023-06-19 06:02:26.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676025","49.2324051","124.36125183105469","2.396793842315674","2023-06-19 06:02:30.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675831","49.2324519","124.1859359741211","3.4797308444976807","2023-06-19 06:02:31.197+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675593","49.2325065","129.77294921875","4.3230299949646","2023-06-19 06:02:32.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675426","49.2325435","127.8519058227539","4.446396350860596","2023-06-19 06:02:33.196+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675215","49.2325924","127.85513305664062","4.438408374786377","2023-06-19 06:02:34.204+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674937","49.2326721","125.73084259033203","3.1880900859832764","2023-06-19 06:02:35.196+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674778","49.232712","136.7632293701172","2.219597816467285","2023-06-19 06:02:36.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674695","49.2327302","134.345947265625","0.11781535297632217","2023-06-19 06:02:37.195+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674685","49.2327373","0.0","0.007339293137192726","2023-06-19 06:02:38.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674707","49.232745","0.0","0.0007298929267562926","2023-06-19 06:02:39.194+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674714","49.2327472","0.0","0.00006811699859099463","2023-06-19 06:02:40.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674716","49.232748","0.0","0.000012745274943881668","2023-06-19 06:02:41.193+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674717","49.2327482","0.0","0.0000024420214685960673","2023-06-19 06:02:42.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674717","49.2327483","0.0","0.0000019829210486932425","2023-06-19 06:02:43.195+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674669","49.2327698","143.16600036621094","1.1530510187149048","2023-06-19 06:04:19.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674501","49.2327917","150.93626403808594","1.882652759552002","2023-06-19 06:04:20.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674236","49.2328218","147.00234985351562","3.2497611045837402","2023-06-19 06:04:21.187+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673902","49.2328525","147.90586853027344","3.9463679790496826","2023-06-19 06:04:22.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673554","49.2328887","148.0285186767578","3.828897476196289","2023-06-19 06:04:23.186+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673207","49.2329274","144.19969177246094","4.078297138214111","2023-06-19 06:04:24.176+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672893","49.2329703","138.5232391357422","3.7652676105499268","2023-06-19 06:04:25.187+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672591","49.2330078","121.50569915771484","3.325650930404663","2023-06-19 06:04:26.175+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672317","49.2330442","114.48613739013672","2.8742876052856445","2023-06-19 06:04:27.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672139","49.233074","87.57572174072266","2.504958391189575","2023-06-19 06:04:28.179+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672071","49.2331005","72.5910873413086","2.349163055419922","2023-06-19 06:04:29.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672044","49.2331332","56.40068817138672","2.868298053741455","2023-06-19 06:04:30.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672101","49.2331773","62.85516357421875","3.555948495864868","2023-06-19 06:04:31.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672181","49.2332353","67.7248764038086","3.8986127376556396","2023-06-19 06:04:32.177+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672247","49.2332979","69.94610595703125","3.6932711601257324","2023-06-19 06:04:33.182+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672307","49.2333544","72.8608169555664","3.542832374572754","2023-06-19 06:04:34.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672378","49.233406","70.24121856689453","3.2110595703125","2023-06-19 06:04:35.183+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672423","49.2334535","72.02198791503906","2.898874044418335","2023-06-19 06:04:36.19+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672455","49.2335004","77.93163299560547","2.5297131538391113","2023-06-19 06:04:37.18+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672478","49.2335352","68.47936248779297","2.139129877090454","2023-06-19 06:04:38.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672527","49.2335763","72.92910766601562","2.0880918502807617","2023-06-19 06:04:39.18+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867256","49.2336196","75.06514739990234","1.7510488033294678","2023-06-19 06:04:40.189+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672578","49.2336533","0.0","0.06945957243442535","2023-06-19 06:04:41.179+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672604","49.233672","0.0","0.0045976657420396805","2023-06-19 06:04:42.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672624","49.2336832","0.0","0.001268117455765605","2023-06-19 06:04:43.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867263","49.2336867","0.0","0.0002539131382945925","2023-06-19 06:04:44.172+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672632","49.2336878","0.0","0.000040564369555795565","2023-06-19 06:04:45.177+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672633","49.2336881","0.0","0.000009434903404326178","2023-06-19 06:04:46.186+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672633","49.2336882","0.0","0.000002911213414336089","2023-06-19 06:04:47.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672633","49.2336883","0.0","0.0000009226055794897547","2023-06-19 06:04:48.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867277","49.2338015","69.93246459960938","2.9829933643341064","2023-06-19 06:04:50.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8672922","49.2338914","70.90306854248047","3.7659077644348145","2023-06-19 06:04:51.176+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673068","49.2339726","67.02971649169922","4.791706085205078","2023-06-19 06:04:52.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673246","49.2340576","69.82817077636719","5.56094217300415","2023-06-19 06:04:53.191+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673394","49.2341474","70.8823471069336","6.188709735870361","2023-06-19 06:04:54.183+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673559","49.2342513","70.96516418457031","6.658353328704834","2023-06-19 06:04:55.176+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673728","49.2343681","71.89362335205078","7.694619178771973","2023-06-19 06:04:56.182+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8673914","49.2345028","72.92742156982422","8.599315643310547","2023-06-19 06:04:57.174+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674135","49.234651","72.96141052246094","9.395904541015625","2023-06-19 06:04:58.181+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674373","49.2348079","71.02079010009766","9.976207733154297","2023-06-19 06:04:59.174+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674667","49.2349707","69.99652862548828","10.49725341796875","2023-06-19 06:05:00.181+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8674997","49.2351368","69.95733642578125","11.371888160705566","2023-06-19 06:05:01.175+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675348","49.2353137","70.98270416259766","11.281046867370605","2023-06-19 06:05:02.181+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8675706","49.2354898","69.04164123535156","11.367751121520996","2023-06-19 06:05:03.188+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.867609","49.2356654","68.9962387084961","11.48413372039795","2023-06-19 06:05:04.179+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676454","49.235844","69.96000671386719","11.891322135925293","2023-06-19 06:05:05.187+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8676819","49.2360294","69.00956726074219","12.228195190429688","2023-06-19 06:05:06.178+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8677203","49.2362127","68.97825622558594","12.65256118774414","2023-06-19 06:05:07.186+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8677615","49.2364017","68.99836730957031","12.676949501037598","2023-06-19 06:05:08.18+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8678031","49.2365956","67.0272445678711","13.429570198059082","2023-06-19 06:05:09.185+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8678487","49.2367857","67.03193664550781","12.883995056152344","2023-06-19 06:05:10.176+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8678926","49.2369703","67.97107696533203","12.671796798706055","2023-06-19 06:05:11.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8679364","49.2371578","67.97410583496094","13.13546371459961","2023-06-19 06:05:12.176+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8679824","49.2373492","67.04450225830078","13.14818000793457","2023-06-19 06:05:13.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8680307","49.2375434","66.02958679199219","13.379830360412598","2023-06-19 06:05:14.174+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8680812","49.2377414","65.991455078125","13.51826286315918","2023-06-19 06:05:15.184+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8681334","49.2379354","65.03204345703125","13.636143684387207","2023-06-19 06:05:16.173+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8681816","49.2381441","66.92698669433594","13.908852577209473","2023-06-19 06:05:17.183+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8682293","49.238352","66.04317474365234","13.685833930969238","2023-06-19 06:05:18.172+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8682798","49.2385508","65.02106475830078","13.86861515045166","2023-06-19 06:05:19.182+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8683318","49.2387527","65.95109558105469","14.275646209716797","2023-06-19 06:05:20.174+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8683846","49.2389633","65.99716186523438","14.322750091552734","2023-06-19 06:05:21.181+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.868438","49.2391702","64.07733917236328","14.05324649810791","2023-06-19 06:05:22.173+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
"55.8684922","49.2393734","64.96257781982422","14.231061935424805","2023-06-19 06:05:23.181+00","2023-06-19 06:00:45.296+00","32e59c906a958812","1687154445296"
